video_id,view_count,like_count,dislike_count,comment_count,likes_rate,comments_rate,q_score,num_unique_users_liked_comments,duration,day_updoad,month_upload,year_upload,title,title_length,transcript,transcript_length,channel_id,level_channel,category_channel,label,upload_date_by_month
qQkyla--rUA,4163034,106368,2772,6650,25.55059603,1.597392671,0.949194162,529.0,39.86666666666667,16,2,2020,Sạc Pin Trái Tim - Tập 24 (Tập Cuối) - Phim Tình Cảm | Hi Team - FAPtv,18,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2020-02-01
fDqKwtdS4iE,13353595,186723,8320,7039,13.98297612,0.527198855,0.91468079,528.0,60.85,31,12,2019,FAPtv Cơm Nguội: Tập 212- Điều Ước Của Ba Mẹ (Phim Hài TẾT 2020),14,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-12-01
rkO84Kcl-Ao,5991712,101308,2829,5580,16.90802228,0.931286417,0.945658645,527.0,41.083333333333336,7,9,2019,Sạc Pin Trái Tim - Tập 11 - Phim Tình Cảm | Hi Team - FAPtv,16,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-09-01
ZYClYkzHpQI,16515283,140661,7720,6084,8.517020265,0.3683860579999999,0.895937513,527.0,43.68333333333333,7,12,2018,FAPtv Cơm Nguội: Tập 183 - Trúng Số Độc Đắc,10,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-12-01
Jy6Hu5_c-V8,17057381,133913,7046,10346,7.850736287999999,0.6065995710000001,0.900021283,523.0,33.833333333333336,17,7,2018,FAPtv Cơm Nguội: Tập 172 - Tấm Cám Thời Nay,10,ô tô lala nói cái gì mà kỳ cục vậy khỏi tắm hả đầu trị nám tắm buổi phó khi chị cấm làm cũng nhiều rồi nào là quét lớp là lâu bảng nào là giặt bông lau bạn lót sàn nhà nói chung là cũng nhiều rồi bây giờ chị tắm đi mua nước cho hai đứa mình uống đi để em phục cho Cảm ơn em nha Để chị đi mà nhớ Em có muốn nữ thì mua ở Cali spa đừng mua của mấy bà bán gần cổng trường mất vệ sinh Chị biết rồi nói đi ừ,101.0,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-07-01
NecCbJAz1Fk,13952940,167353,9174,4432,11.99410303,0.31763915,0.89605615,520.0,99.93333333333334,31,10,2020,FAPtv Cơm Nguội: Tập 235 - Trường Học Quý Tử,10,ô tô xe máy rồi chuẩn bị làm cho anh nha rồi để em ship nhe anh Thái ơi chị mắn nhá anh hay lắm định lắm luôn á Ừ chỉ có gì  anh em cũng bán đem bắn đây nè ạ,43.0,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2020-10-01
lVKRVE89MC4,15057002,185161,8423,8033,12.29733515,0.53350594,0.912973629,518.0,42.833333333333336,6,5,2019,FAPtv Cơm Nguội: Tập 193 - Thiên Thần Nhỏ,9,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-05-01
cRIhhomaRvs,7260383,132956,3819,5762,18.31253255,0.793759778,0.944149558,517.0,29.7,15,6,2019,Sạc Pin Trái Tim - Tập 1 - Phim Tình Cảm | Hi Team - FAPtv,16,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-06-01
cEoEOYRv5-M,12884124,121760,5519,7687,9.450390263,0.5966257389999999,0.913269956,517.0,38.833333333333336,17,4,2018,FAPtv Cơm Nguội: Tập 159 - Đối Diện Thần Chết,10,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-04-01
2CQQY6GBYzQ,23847009,204916,10822,5792,8.592943458999999,0.242881613,0.899670435,516.0,35.71666666666667,4,4,2019,FAPtv Cơm Nguội: Tập 192 - Anh Trai Nuôi,9,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-04-01
4e3f1IVcbbE,9287359,59983,4250,3141,6.458563732000001,0.338309308,0.867655759,514.0,97.43333333333334,21,11,2019,"Phim Chiếu Rạp 2020 | Táo Quậy Full HD | Phim Hài Việt Nam 2020 | Hứa Minh Đạt, Nhi Katy, Vân Trang",23,ừ ừ  ừ ừ  từ ngày xửa ngày xưa có cặp vợ chồng ăn ở với nhau rất lâu mà không có con nên người chồng tên là trọng cao dẫn quá đuổi vợ là Thị Nhi ra khỏi nhà cũng may sau đó tự nhiên gặp được Phạm Lang nhà bằng lòng đấy anh nằm chồng thời gian sau trọng cao thấy hối hận nên đã đi tìm vợ rồi Tiền bạc đem theo cũng tiêu xài hết đành phải đi ăn xin vô tình anh đến nhà chị Nhi cô nhận ra trọng cao chị tỏ lòng ân hận vì trót lấy phạm lang làm chồng chết phạm Lang trở về nhà của sở chồng bắt gặp liền bảo trọng cao nhất và đóng rơm trong lúc chồng cô cần lấy tro bón ruộng liền rốt tốt hơn trọng tao không dám chui ra thì như thấy vậy vì nhào vô để cứu trọng cao dồi phẩm nan,162.0,UCJtEP0GoT7Xndn3LZKrgVxA,High,Comedy,High engagement,2019-11-01
0ciREn3aD0I,6995837,124934,3081,5222,17.85833489,0.7464439209999999,0.95185758,512.0,30.85,22,5,2019,Anh Là Ai ? : Tập 2 - Phút Ban Đầu,11,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-05-01
0zzyUpH_E14,17426236,152165,7198,6148,8.73194877,0.352801374,0.909659647,510.0,35.18333333333333,28,12,2017,FAPtv Cơm Nguội: Tập 144 - Hội Độc Thân,9,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2017-12-01
OScAOm_8HS0,4592866,94066,2432,4500,20.48089363,0.97999811,0.94958497,504.0,28.7,31,8,2019,Sạc Pin Trái Tim - Tập 10 - Phim Tình Cảm | Hi Team - FAPtv,16,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-08-01
rrZ0ePIls3Y,5293127,86557,2461,3770,16.35271551,0.712433312,0.944697199,501.0,20.666666666666668,29,6,2019,Sạc Pin Trái Tim - Tập 3 - Phim Tình Cảm | Hi Team - FAPtv,16,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-06-01
Kje4Xo7kC_I,13830726,134669,5730,5141,9.736943672,0.371708615,0.918368946,500.0,30.9,16,1,2019,FAPtv Cơm Nguội: Tập 187 - Xông Đất Đầu Năm (Phim Hài Tết 2019),14,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-01-01
UyEGJjQfO0o,14182221,115338,5275,4412,8.132576696000001,0.311093728,0.912522593,500.0,27.98333333333333,22,7,2018,FAPtv Cơm Nguội: Tập 174 - Anh Chồng Nhu Nhược,10,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-07-01
7TP5j4UARYQ,6469789,119662,2908,5576,18.49550271,0.8618519090000001,0.952541792,498.0,29.7,26,6,2019,Anh Là Ai ? : Tập 3 - Bạn Mới,10,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-06-01
JhO59Hjc-CQ,30062525,177570,14992,8951,5.906689475,0.297779378,0.844284728,498.0,30.2,10,8,2018,FAPtv Cơm Nguội: Tập 176 -  Quán Cafe Bất Ổn: Tình Đồng Chí,14,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-08-01
its8LNboFFo,7286481,116497,4075,3166,15.9881018,0.434503295,0.932397801,495.0,60.58333333333334,6,11,2020,FAPtv Cơm Nguội: Tập 237 - Nhân Viên Toàn Diện Nhất,11,ô tô effective way to bake máy bay Chiều nay học xong đi karaoke Ông tao bao chút nhưng mà cũng được có tiền mà người ơi Có tin khẩn cấp và thông báo cô còn biết đồ sót lại từ trễ có gì đáng tiếc làm gì đấy tá chơi game chứ sao bạn sẽ đợi bạn bây giờ nè các em thiếu niên bao quay này bữa mày chỉ tao về chơi chính thức đã ghê luôn Chứ sao Chứ sao game chơi mà phải chiếc hộp chứ nè nhờ cái game này mà tao phát hiện được cái tài năng mua lượng của tao đỉnh cao vãi lúa cái còn cho dân người đang được face10 đánh đỉnh lắm luôn á Ở đâu tôi chỉ là bạn vào nè Tao đủ độ rồi tao đừng,138.0,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2020-11-01
ndN3ZDjf36g,10383436,176698,3865,9373,17.01729562,0.902687704,0.957184156,495.0,25.66666666666667,20,4,2019,Anh Là Ai ? : Tập 1 - Lật mặt,10,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-04-01
WRltPkM5tic,14764638,231701,8770,11122,15.69296856,0.7532863320000001,0.927055957,495.0,65.03333333333333,4,2,2019,PHIM HÀI TẾT 2019 || Những Kẻ Hết Thời - FAPtv,11,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-02-01
dii0j5woBIE,12569945,140609,5776,13556,11.18612691,1.078445451,0.921078518,494.0,32.81666666666667,7,7,2018,Ai Nói Tui Yêu Anh - Tập 1 - Phim Học Đường | Hi Team,15,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-07-01
dOPniUsYnNo,4930717,89160,2150,4093,18.08256284,0.830305207,0.952897241,493.0,26.78333333333333,21,9,2019,Sạc Pin Trái Tim - Tập 13 - Phim Tình Cảm | Hi Team - FAPtv,16,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-09-01
ZBQF006ClTo,7630332,122144,3725,10933,16.00769141,1.432965171,0.940804004,492.0,40.333333333333336,27,10,2018,Ai Nói Tui Yêu Anh - Tập 12 - Phim Học Đường | Hi Team (Tập Cuối),17,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-10-01
qRNI8u3hda0,16644457,127549,7429,8131,7.663151762999999,0.48857106,0.889916209,491.0,36.66666666666666,20,3,2018,FAPtv Cơm Nguội: Tập 157 - Cô Nàng Đẹp Trai,10,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-03-01
G2F2XyIFY9Q,11978988,135274,4730,7135,11.29260669,0.595626275,0.932423842,490.0,34.68333333333333,30,10,2018,FAPtv Cơm Nguội: Tập 181 - Đứa Con Điên,9,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-10-01
KKi-dYsWTrQ,3996319,76575,1924,2810,19.16138326,0.703397301,0.950968153,490.0,41.2,1,12,2019,Sạc Pin Trái Tim - Tập 19  - Phim Tình Cảm | Hi Team - FAPtv,17,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-12-01
stOJuXUwYME,3856247,74818,1757,3237,19.4017655,0.839676504,0.95409789,486.0,22.35,19,10,2019,Sạc Pin Trái Tim - Tập 15 - Phim Tình Cảm | Hi Team - FAPtv,16,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-10-01
ImpUTKkIz88,11914233,113054,4946,5601,9.488986828,0.470109994,0.916161727,483.0,48.03333333333333,17,5,2018,FAPtv Cơm Nguội: Tập 163 - Chàng Trai Mù,9,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-05-01
NKMZH817pto,6496005,149586,3536,6034,23.02738375,0.929032536,0.953808376,482.0,42.05,14,11,2020,Tầng Lớp Sinh Viên - Tập 1 - Phim Sinh Viên - Tình Cảm | Hi Team - FAPtv,19,ừ ừ  [âm nhạc]  [âm nhạc]  à à  ừ ừ,14.0,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2020-11-01
MEWZcsqxAcU,15025168,131998,5791,7204,8.785126396,0.4795287479999999,0.915937296,482.0,33.2,11,3,2018,FAPtv Cơm Nguội: Tập 155 - Trung Tâm Mai Mối | Cyrano Agency Parody,14,ô tô à  ừ ừ  à Dạ em chào Sách hôm nay vào lúc 9 giờ thì sẽ có cuộc lịch hàng tại chi nhánh quận 3 và 5 giờ thì có một cuộc họp online tại Hà Nội ok Tối nay bây giờ anh Giám Đốc Binh Pháp tivi có rủi xếp đi ăn thua mực xíu cái tôi nha cuộc sống của tôi bây giờ không thiếu gì cả nhà xe tiền ngân sách điều thế còn bây giờ chính là thực hiện được điều mà tôi đã ấp ủ bao lâu nay,97.0,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-03-01
eUH9AF4B1m0,5017288,85096,2443,3568,16.96055718,0.711340469,0.944174092,478.0,30.53333333333333,13,7,2019,Sạc Pin Trái Tim - Tập 5 - Phim Tình Cảm | Hi Team - FAPtv,16,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-07-01
vZxxad3NuXw,3668318,78095,2180,5710,21.28904855,1.556571704,0.945674922,478.0,32.68333333333333,22,12,2019,Sạc Pin Trái Tim - Tập 21  - Phim Tình Cảm | Hi Team - FAPtv,17,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-12-01
Ou3DtTyil8c,15018840,198900,12669,6298,13.24336633,0.419339976,0.880233492,476.0,76.91666666666667,7,8,2020,FAPtv Cơm Nguội: Tập 227 - Thần Kê Đại Hiệp,10,Ê mày nữa tao cho mày chụp cái này trong quán cà phê rồi được rồi Ông nói do Dâu karaoke mập đi xin được chưa Mới đá gà thua Hỏi nhiều quá anh 50 trong đấy đi ăn bao nhiêu là cũng được tao tao ngay mấy đứa xong không cần lắm sự đặc biệt nha Rồi rồi Đâu rồi karaoke Anh ăn gì vậy mấy ba số 438 nuôi gà đó còn có hai rồi à Bây giờ anh ơi quán em giờ còn có hai cái đùi gà hay là anh đang ướt đỡ nha Cái quá mày có giày tiếng lên được,106.0,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2020-08-01
RPnIq_59dJc,8791824,153867,4670,6325,17.50114652,0.719532147,0.941080372,475.0,49.35,4,9,2019,FAPtv Cơm Nguội: Tập 204 - Người Cha Đãng Trí,10,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-09-01
PzLzjjr6bNw,3637540,29524,2103,1464,8.116474321,0.402744712,0.86698495,475.0,42.46666666666667,18,12,2019,"Hài Tết Hoài Linh 2020 Phù Thổ Và 8 Nàng Tiên - Hài Tết Hoài Linh, Chí Tài Tuyển Chọn 2020 Phần 1",23,,,UCZOnKo2JsXRX5AGVLa9Jd9w,Medium,Comedy,High engagement,2019-12-01
N5R5MsaV9F0,10366638,86781,4612,4013,8.371180705,0.38710718,0.899063396,473.0,14.05,10,11,2017,FAPtv Cơm Nguội: Tập 137 - Khi Xưa Ta Bé,10,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2017-11-01
2TncN9iWbCg,5947438,96540,3044,4521,16.23219948,0.760327388,0.938856253,471.0,37.73333333333333,6,7,2019,Sạc Pin Trái Tim - Tập 4 - Phim Tình Cảm | Hi Team - FAPtv,16,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-07-01
4p8Rmv-jINA,16280442,139065,6120,10480,8.541844257000001,0.643717167,0.915687463,471.0,29.7,12,10,2017,Yêu Ư ? Để Sau - Tập 1 - Phim Học Đường | Hi Team - FAPtv,17,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2017-10-01
9ptqcbwyH_M,11821231,90121,3746,7206,7.623656115,0.609581185,0.92017514,470.0,28.516666666666666,3,11,2017,Yêu Ư ? Để Sau - Tập 4 - Phim Học Đường | Hi Team - FAPtv,17,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2017-11-01
MqoEVy_IcuM,11780891,89823,4393,3439,7.624465756,0.291913405,0.906736576,468.0,24.8,4,4,2017,FAPtv Cơm Nguội: Tập 111 - Theo Đuổi Đam Mê,10,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2017-04-01
ieIV38wcEj4,4921288,94695,2146,5753,19.24191391,1.16920611,0.955670061,467.0,29.73333333333333,7,8,2019,Anh Là Ai ? : Tập 4 - Người Thứ Ba,11,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-08-01
CgdlpmfYgHI,7940174,87721,2657,8093,11.04774278,1.019373127,0.941192091,467.0,30.15,21,7,2018,Ai Nói Tui Yêu Anh - Tập 3 - Phim Học Đường | Hi Team,15,Ừ rồi tình cờ lại gặp anh ta một tràng cười như thế nên Cường là lên sóng ta kiếm cho bằng giá sẽ đưa nụ cười vừa ngay cho tôi biết Minh biết sao nữa ai kia rồi đấy vì Nam lại với trên cao bằng tình thương như thế nào dù lòng nơi xót sao nhớ anh ngày xưa biết phải làm gì Hôm nay mình lại chia tay Chẳng lẽ xin hoa đấy làm người dưỡng thế như anh ạ ung thư Anh thấy có gì đâu khó chịu vì sao bật lên đó chuẩn mà Anh ơi bà đừng có nhắc tới chuyện đó nữa,109.0,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-07-01
NmhyAtW8adg,18927559,134068,7971,7468,7.083216594,0.394556953,0.88775697,466.0,45.48333333333333,12,5,2018,FAPtv Cơm Nguội: Tập 162 - Người Thầy Bất Ổn,10,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-05-01
jV0HP84O59E,10685329,116597,4612,4040,10.9118774,0.3780884989999999,0.923892418,464.0,28.966666666666665,29,3,2019,FAPtv Cơm Nguội: Tập 191 - Boom Hàng,8,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2019-03-01
Lap1Z7O0xBw,15769437,153708,7706,9178,9.747209111,0.582075314,0.904513211,463.0,43.81666666666667,24,6,2018,FAPtv Cơm Nguội: Tập 171 - Phi Vụ Bắt Cóc Thế Kỷ,12,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-06-01
xrrOOxlWkyM,15572463,152794,5785,16786,9.811806906,1.077928392,0.927033674,461.0,35.88333333333333,16,9,2017,Em Của Anh Đừng Của Ai - Tập 15 - Phim Tình Cảm | Hi Team - FAPtv,18,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2017-09-01
R0fdr2NrkEk,13138272,114525,5540,4558,8.716899757,0.34692538,0.907709093,459.0,32.2,20,10,2018,FAPtv Cơm Nguội: Tập 180 - Đổi Đời (Phần cuối),10,,,UC0jDoh3tVXCaqJ6oTve8ebA,High,Comedy,High engagement,2018-10-01
